objectid,temp sort,Note,Christin Newell,title,title,series,date_first_issued,date,date_text,creator,signature,seal,description,misc,publisher,carver,printer,Author (cew new),Editor (cew new),publication_date_messy,impression_quality,colors,condition,genre,format_print,size_image,size_sheet,lit//ref lit,collections,catalog,catalog_altform,catalog_2_orig_ref,location,latitude,longitude,type,format,filename,image_thumb,image_small,artistid (temporarily using for notes-cew),print_link,Notes
ihl-0011,cew added 20220302 -needs extra cleaning,,CN Complete,"Shinozuka Uraemon, Prologue at the Miyako Theater (篠塚浦右衛門の都座口上姿)","Shinozuka Uraemon, Prologue at the Miyako Theater (篠塚浦右衛門の都座口上姿)",,1794-07,1940,"Originally published in 1794, this collection's print is a modern reproduction published by Adachi Hanga Kenkyūjo after 1940.",Tōshūsai Sharaku 東洲斎写楽 (active 1794-1795),東洲斎写楽画 Tōshūsai Sharaku ga , ,"A modern reproduction published by the Adachi Print Institute. There is controversy over whether the figure reading the announcement, often referred to as prologue, in this print is Shinozuka Uraemon, the director of the green-room of the Miyakoza theater or Miyako Dennai II, the manager of the Miyakoza. The print may be found in various museum collections with either name given in the title.", ,Adachi Hanga Kenkyūjo [Marks. pub. ref. 001] - from an edition of 300. Originally published by  Tsutaya Jūzaburō (Kōshodō), , ,,,,Impression excellent,Colors excellent,Condition excellent,"Genre - ukiyo-e, fukusei hanga",Format vertical ōban,H x W Image: 15 5/16 x 10 3/8 in. (38.9 x 26.4 cm),H x W Paper: 15 5/16 x 10 3/8 in. (38.9 x 26.4 cm), , ,IHL.0011,IHL.11,IHL Catalog #11,,,,Image;StillImage,image/jpeg,ihl-0011.jpg,ihl-0011_th.jpg,ihl-0011_sm.jpg,ihl_artist_322,https://www.myjapanesehanga.com/home/in-queue---19th-century-woodblock-prints.htmll,
ihl-0012,,,CN Complete,In a Kyoto Sweets Shop (京のしるこ屋 Kyo no shiruko-ya),In a Kyoto Sweets Shop (京のしるこ屋 Kyo no shiruko-ya),,1951,1951,"1951 original publication date, 十九五一年作 (work of 1951), as printed in left margin This print a later edition date unknown, but likely after the artist's death and before 2000.  Signature appears to be stamped rather than signed in pencil as were earlier editions.","Yoshida Tōshi 吉田遠志
(1911-1995)",Toshi Yoshida in English in bottom margin and 遠志 Toshi in lower right of image above red artist seal,吉田 Yoshida in lower right of image beneath kanji signature,"A maiko is about to lift ohagi (a sweet made from boiled rice and red azuki beans) to her mouth, in this lovely, but empty, Kyoto sweets shop.",,Yoshida Family Studio,,,,,1951 original publication date,Impression excellent,Colors excellent,Condition excellent,Genre shin hanga,Format vertical ōban,H x W Image 14 3/4 x 9 5/8 in. (37.5 x 24.5 cm),H x W Paper 15 3/4 x 10 7/8 in. (40.0 x 27.6 cm),,Collections This Print Honolulu Museum of Art 25350,IHL.0012,IHL.12,IHL Catalog #12,,,,Image;StillImage,image/jpeg,ihl-0012.jpg,ihl-0012_th.jpg,ihl-0012_sm.jpg,ihl_artist_246,https://www.myjapanesehanga.com/home/artists/toshi-yoshida-1911-1995-/in-a-kyoto-sweet-shop.html,
ihl-0013,,,CN Complete,Wild Geese (Gan),Wild Geese (Gan),,1926,1926,"originally issued 1926. This print a later edition with the Watanabe ""A-type"" 6mm round seal in the lower right of the image, indicating a publication date between c. 1946-1957. ",Ohara Koson 小原古邨 (Shōson 祥邨) (1877-1945),祥邨 Shōson ,祥邨 Shōson ,Wild geese are flying over marsh reeds in this later edition of one of the twenty-one prints designed by Shōson that were shown in the first shin hanga exhibition at the Toledo Museum of Art in 1930.,,"Watanabe Shōzaburō (Watanabe Mokuhan Bijutsu Gahō): This print bears the Watanabe 6mm round ""A-type"" seal (in use from approximately 1918-1924 and 1945-1957) reading ワタナベ (Watanabe) [Marks: pub. ref. 576]",,,,,originally issued 1926,Impression excellent,Colors excellent,Condition excellent - pin hole upper left margin,Genre shin hanga,Format vertical ōban,H x W Image 14 1/4 x 9 3/4 in. (36.2 x 24.8 cm),H x W Paper 15 3/8 x 10 1/4 in. (39.1 x 26 cm),"Reference Literature Catalogue Raisonné: Crows, Cranes & Camellias: The Natural World of Ohara Koson 1877-1945, Amy Reigle Newland, Jan Perrée, Robert Schaap, Hotei Publishing, 2001,S-11.5 (cat. 149); Modern Japanese Prints, Dorothy Blair, re-print of the 1931 and 1936 exhibition catalogs, The Toledo Museum of Art, 1997, figure 180; Fresh Impressions: Early Modern Japanese Prints, Carol M. Putney, et. al., Toledo Museum of Art, 2014, Cat. 187, p. 219; Catalogue of Wood-Cut Colour Prints of S. Watanabe, 1936, p. 97, cat. O8 titled ""Wild-Geese flying over reeds.""","Collections This Print Los Angeles County Museum of Art M.2000.105.102 (no edition noted); Art Gallery of New South Wales 28.2009 (likely first edition); Rijksmuseum RP-P-1999-490(seal type D); Toledo Museum of Art 1930, no. 180 (Watanabe type-B seal)",IHL.0013,IHL.13,IHL Catalog #13,,,,Image;StillImage,image/jpeg,ihl-0013.jpg,ihl-0013_th.jpg,ihl-0013_sm.jpg,ihl_artist_135,https://www.myjapanesehanga.com/home/artists/ohara-koson-1877---1945-/wil.html,
ihl-0014,,,CN Complete,Swallow and Wisteria,Swallow and Wisteria,,1921,1921,"Publishing date unknown, but likely 1921/1939 based upon ""MADE IN JAPAN"" stamp verso",Ohara Koson 小原古邨 (Shōson 祥邨) (1877-1945),古邨 Koson,古邨 Koson ,"One of over fifty kacho-e prints the artist made in the square shikishiban format. It is possible this print was published by the Daikokuya publishing house.  If so, it was likely printed c. 1930s or possibly early 1940s, after Daikokuya was taken over by S. Koizumi from the Matsuki family.  This print is stamped ""MADE IN JAPAN"" on the verso.","Titled as ""Barn Swallow and Wisteria"" in ""Crows, Cranes & Camellias: The Natural World of Ohara Koson 1877-1945.""",attributed to Daikokuya Heikichi (Matsuki Heikichi) [Marks: jpub. ref. 029],,,,,"Publishing Date unknown, but likely 1921/1939 based upon ""MADE IN JAPAN"" stamp verso",Impression excellent,Colors fair,Condition fair - overall fading due to bleaching of print to remove heavy toning; paper thinning; tape remnants verso; wrinkling; pencil writing verso,Genre shin hanga,Format shikishi-ban,H x W Image 9 1/2 x 9 3/4 in. (24.1 x 24.8 cm),H x W Paper 10 7/8 x 11 1/4 in. (27.6 x 28.6 cm),"Reference Literature Catalogue Raisonné: Crows, Cranes & Camellias: The Natural World of Ohara Koson 1877-1945, Amy Reigle Newland, Jan Perrée, Robert Schaap, Hotei Publishing, 2003, p. 191, K28.6.",,IHL.0014,IHL.14,IHL Catalog #14,,,,Image;StillImage,image/jpeg,ihl-0014.jpg,ihl-0014_th.jpg,ihl-0014_sm.jpg,ihl_artist_135,https://www.myjapanesehanga.com/home/artists/ohara-koson-1877---1945-/swallow-and-wisteria.html,
ihl-0015,,,CN Complete,Herons in Reeds (Ashi ni Sagi),Herons in Reeds (Ashi ni Sagi),,1926,1926,"Originally issued 1926. This print a later edition with the Watanabe ""A-type"" 6mm round seal in the lower right of the image, indicating a publication date between c. 1946-1957. ",Ohara Koson 小原古邨 (Shōson 祥邨) (1877-1945),祥邨 Shōson ,祥邨 Shōson ,Two egrets wade at the edge of a river under a crescent moon in this later edition of one of the twenty-one prints designed by Shōson that were shown in the first shin hanga exhibition at the Toledo Museum of Art in 1930.,,"Watanabe Shōzaburō (Watanabe Mokuhan Bijutsu Gahō): This print bears the Watanabe 6mm round ""A-type"" seal (in use from approximately 1918-1924 and 1945-1957) reading ワタナベ (Watanabe) [Marks: pub. ref. 576]",,,,,originally issued 1926,Impression excellent,Colors excellent,Condition excellent,Genre shin hanga,Format vertical ōban,H x W Image 14 1/4 x 9 1/2 in. (36.2 x 24.1 cm),H x W Paper 15 1/2 x 10 1/4 in. (38.7 x 26 cm),"Reference Literature Catalogue Raisonné: Crows, Cranes & Camellias: The Natural World of Ohara Koson 1877-1945, Amy Reigle Newland, Jan Perrée, Robert Schaap, Hotei Publishing, 2001,S14.4 (cat. 155); Printed to Perfection - Twentieth-century Japanese Prints from the Robert O. Muller Collection, Mervis, Newland, et. al., Hotei Publishing, 2004, p. 55, pl. 30; Modern Japanese Prints, Dorothy Blair, re-print of the 1931 and 1936 exhibition catalogs, The Toledo Museum of Art, 1997, figure 174; Fresh Impressions: Early Modern Japanese Prints, Carol M. Putney, et. al., Toledo Museum of Art, 2014, Cat. 181, p. 214; Catalogue of Wood-Cut Colour Prints of S. Watanabe, 1936, p. 97, cat. O2 titled ""Herons and Reeds (under the Crescent)""","Collections This Print Los Angeles County Museum of Art M.71.100.129 (no edition noted) and M.2000.105.145 (no edition noted); Smithsonian Institution Arthur M. Sackler Gallery S2003.8.2046 (first edition with Watanabe type-B seal); Toledo Museum of Art 1930, no. 174 (Watanabe type-B seal)",IHL.0015,IHL.15,IHL Catalog #15,,,,Image;StillImage,image/jpeg,ihl-0015.jpg,ihl-0015_th.jpg,ihl-0015_sm.jpg,ihl_artist_135,https://www.myjapanesehanga.com/home/artists/ohara-koson-1877---1945-/herons-in-reeds.html,
ihl-0016,,Series Correct?,CN Complete,Pheasant (雉),Pheasant (雉),,1921,1921,likely between 1921 and early 1940s,Ohara Koson 小原古邨 (Shōson 祥邨) (1877-1945),古邨 Koson,古邨 Koson ,"One of a large number of kacho-e prints the artist made in the square shikishiban format.  Many were published by the Tokyo publisher Daikokuya. It is unclear exactly when Daikokuya published these prints, but it is likely they were printed c. 1930s or possibly early 1940s, after Daikokuya was taken over by S. Koizumi from the Matsuki family.  This print is stamped with the number 1 and ""Made in Japan"" on the verso. The date 8/19/47 is also written on the back. 

","Titled as ""Colourful pheasant looking to the right"" in ""Crows, Cranes & Camellias: The Natural World of Ohara Koson 1877-1945.""",attributed to Daikokuya Heikichi (Matsuki Heikichi) [Marks: jpub. ref. 029],,,,,1921/1939,Impression excellent,Colors excellent,Condition good - toning on top and bottom on verso and top and side edge of front. Wrinkling on top left margin.,Genre shin hanga,Format shikishi-ban,H x W Image 9 1/4 x 9 3/4 in. (23.5 x 24.8 cm),H x W Paper 10 3/4 x 11 1/4 in. (27.3 x 28.6 cm),"Reference Literature Catalogue Raisonné: Crows, Cranes & Camellias: The Natural World of Ohara Koson 1877-1945, Amy Reigle Newland, Jan Perrée, Robert Schaap, Hotei Publishing, 2003, K21.6",,IHL.0016,IHL.16,IHL Catalog #16,,,,Image;StillImage,image/jpeg,ihl-0016.jpg,ihl-0016_th.jpg,ihl-0016_sm.jpg,ihl_artist_135,https://www.myjapanesehanga.com/home/artists/ohara-koson-1877---1945-/pheasant.html,
ihl-0017,cew added 20220302 -needs extra cleaning,Famous Views of Kyoto (京都名所之内 祇園社雪中 Kyōto meisho no uchi Gion-sha setchū),CN Complete,The Gion Shrine in Snow (祇園社雪中 Gionsha setchū),The Gion Shrine in Snow (祇園社雪中 Gionsha setchū),Famous Views of Kyoto (京都名所之内 Kyōto meisho no uchi),1834,1936,"originally c. 1834. This collection's print a modern woodblock reproduction likely published between 1945 and 1957,",Utagawa Hiroshige 歌川広重 (1797-1858),広重画 Hiroshige ga,Ichiryusai ,"""The large umbrellas and bright kimono of the Kyoto women form an eye-catching focus in the otherwise subdued scene of thickly falling snow. Through the stone 'torii' gateway on the south side of the Gion (Yasaka) Shrine can be seen the Niken-jaya (Twin teahouses).""  - The British Museum https://www.britishmuseum.org/collection/object/A_1906-1220-0-916", ,"Watanabe Shōzaburō (Watanabe Mokuhan Bijutsu Gahō): This print bears the Watanabe 6mm round ""A-type"" seal (in use from approximately 1918-1924 and 1945-1957) reading ワタナベ (Watanabe). [Marks: pub. ref. 576] Originally published by Kawaguchiya Shōzō (Shōeidō, Eisendō) whose seal is seen in the right margin.", , ,,,,Impression excellent,Colors excellent,Condition good,"Genre ukiyo-e, meisho-e, fukusei-ga",Format horizontal ōban,H x W Image: 8 3/8 x 13 9/16 in. (21.1 x 34.4 cm),H x W Paper 9 1/4 x 14 3/4 in. (23.5 x 37.5 cm), , ,IHL.0017,IHL.17,IHL Catalog #17,,,,Image;StillImage,image/jpeg,ihl-0017.jpg,ihl-0017_th.jpg,ihl-0017_sm.jpg,ihl_artist_325,https://www.myjapanesehanga.com/home/in-queue---19th-century-woodblock-prints.html,
ihl-0018,,,CN Complete,Ikebana (生花),Ikebana (生花),,1954,1954,"Originally published 1954, 昭和 廿九年作 (a work of 1954) as printed in left margin. This print is likely a first edition.",Kasamatsu Shirō 笠松紫浪 (1898–1991),紫浪 Shirō,紫浪 Shirō,"Similar in composition to the artist's print Tea Ceremony (IHL Cat. #8 and #117), a woman with hasami in hand, arranges flowers.
",,Unsōdō Publishing 芸艸堂 版 with Unsōdō han seal bottom left margin top-most seal [Marks: pub. ref. 566; seal not shown],"彫 長嶋 ""hori Nagashima"" (Nagashima Michio 長嶋道男彫), bottom left margin 3rd seal down","Printer 摺  新味 ""suri Shinmi"" (Shinmi Saburō 新味三朗) , bottom left margin 2nd seal down",,,originally published 1954,Impression excellent,Colors excellent,"Condition poor - mat line around perimeter of image; heavy toning verso, light toning front; tape across top and bottom margins verso",Genre shin hanga,Format vertical ōban,H x W Image 14 3/8 x 9 1/2 in. (36.5 x 24.1 cm),H x W Paper 16 x 10 1/2 in. (40.6 x 26.7 cm),,"Collections This Print Catalogue Raisonné: U-160 as listed in Shiro Kasamatsu - The Complete Woodblock Prints, Dr. Andreas Gund, self-published by the author, 2001;",IHL.0018,IHL.18,IHL Catalog #18,,,,Image;StillImage,image/jpeg,ihl-0018.jpg,ihl-0018_th.jpg,ihl-0018_sm.jpg,ihl_artist_053,https://www.myjapanesehanga.com/home/artists/shiro-kasamatsu-1898-1991-/ikebana.html,
ihl-0019,,,CN Complete,"Rainy Night at Shinobazu Pond (夜雨 不忍池 Yoru ame, Shinobazunoeki)","Rainy Night at Shinobazu Pond (夜雨 不忍池 Yoru ame, Shinobazunoeki)",,1938-01,1938,"Originally published January 1938, 昭和十三年 一月 as printed in left margin. This print a later edition published between 1946-1957 based upon the publisher seal.",Kasamatsu Shirō 笠松紫浪 (1898–1991),紫浪 Shirō,紫浪 Shirō,"A solitary figure walks toward Benten Temple under a steady rain.  This print was issued in two color schemes, a purple-hued tint and a greyish-hued tint, the more commonly encountered being this prints purple-hued tint.  IHL. Cat. #1207 was printed with the greyish tint. Both color schemes were first issued in 1938, as both can be found with the Watanabe type-E publishing seal used by the publisher between 1931 and 1941.  This print is a later edition, c. 1946-1957 as it bears the Watanabe ""type-A"" 6mm round seal.",,"Watanabe Shōzaburō (Watanabe Mokuhan Bijutsu Gahō) - This print bears the Watanabe 6mm round ""A-type"" seal (in use from approximately 1918-1924 and 1945-1957) reading ワタナベ (Watanabe)  [Marks: pub. ref. 576]",,,,,Date originally published January 1938,Impression excellent,Colors excellent,Condition good - slight overall toning (slightly more pronounced in bottom inch of print) and a 1/3 inch thin scratch in top left portion of image.,Genre shin hanga,Format vertical ōban,H x W Image 14 3/16 x 9 3/8 in. (36 x 23.8 cm),H x W Paper 15 3/8 x 10 3/8 in. (39 x 26.4 cm),"Reference Literature Catalogue Raisonné: W-35 as listed in Shiro Kasamatsu - The Complete Woodblock Prints, Dr. Andreas Gund, self-published by the author, 2001; Hanga ni miru Tokyo no fukei; Kanto daishinsai kara senzen made, Ota Kuritsu Kyodo Hakubutsukan, 2002, pl. 246, p. 62.","Collections This Print National Museum of Modern Art, Tokyo P00211-028 (unknown edition); Los Angeles County Museum of Art M73.37.354 (purple-hued with 6mm round Watanabe publisher seal in lower right of image, as in this print); Art Institute Chicago 1990.607.242 (purple-hued with unreadable seal); The Art Gallery University of Maryland 2013.2.3.5 (no image shown); Harvard Art Museums/Arthur M. Sackler Museum 1982.44 (purple-hued with 6mm round Watanabe publisher seal in red lower left of image)",IHL.0019,IHL.19,"IHL Catalog #19, #1207",,,,Image;StillImage,image/jpeg,ihl-0019.jpg,ihl-0019_th.jpg,ihl-0019_sm.jpg,ihl_artist_053,https://www.myjapanesehanga.com/home/artists/shiro-kasamatsu-1898-1991-/rainy-night-at-shinobazu-pond.html,
ihl-0020,,,CN Complete,Mandarin Ducks in Pond ,Mandarin Ducks in Pond ,,1920,1920,c. 1920s-1930s - (date inferred) print not dated,Matsumura Keibun 松村景文 (1779-1843),景文 Keibun,景文之印 Keibun no in,A print after a c. 1820 painting by this Shijō school artist.,,unknown,, ,,,unknown but identified by Adams Japanese Prints as c.1920s-30s,Impression excellent,Colors excellent,Condition excellent,Genre shin hanga,Format horizontal ōban,H x W Image 9 1/2 x 14 1/4 in. (24.1 x 36.2 cm),H x W Paper 10 3/4 x 15 1/2 in. (27.3 x 39.4 cm),,,IHL.0020,IHL.20,IHL Catalog #20,,,,Image;StillImage,image/jpeg,ihl-0020.jpg,ihl-0020_th.jpg,ihl-0020_sm.jpg,ihl_artist_104,https://www.myjapanesehanga.com/home/artists/matsumura-keibun/mandarin-ducks-on-pond.html,
ihl-0021,,,CN Complete,"Teranohama, Sanuki Coast (讃岐海岸寺の浜 Sanuki Kaiganji no hama)","Teranohama, Sanuki Coast (讃岐海岸寺の浜 Sanuki Kaiganji no hama)","Collection of Scenic Views of Japan II, Kansai edition (日本風景集II 関西編 Nihon fūkei shū II Kansai hen)",1934-05,1934,"May 1934 date of original publication. This print a later edition (c. 1946-1957) with black circular 6 mm Watanabe ""A-type"" seal in lower right hand corner of image.  ","Kawase Hasui 川瀬巴水
(1883-1957)",巴水 Hasui ,Kawase stylized seal,"Narazaki, Hasui's biographer, tells us that “The pines along the coast of the Inland seastand out for their forms, which have been shaped by the strong seawinds.  A daring composition.”  Sanuki province corresponds to present-day Kagawa prefecture. ",,"Watanabe Shōzaburō  (Watanabe Mokuhan Bijutsu Gahō) - Watanabe ""A-type"" seal (in use from approximately 1918-1924 and 1945-1957) reading ワタナベ (Watanabe Shōzaburō) [Marks: pub. ref. 576]",,,,,May 1934 date of original publication,Impression excellent,Colors excellent,Condition excellent - light overall toning,Genre shin hanga,Format horizontal ōban,H x W Image 9 3/8 x 14 1/4 in. (23.8 x 36.2 cm),H x W Paper 10 3/8 x 15 3/8 in. (26.4 x 39.1 cm),"Reference Literature Kawase Hasui: The Complete Woodblock Prints, Kendall Brown, Amy Reigle Newland, Hotei Publishing, KIT Publishers, 2003, p. 100, pl. 326; Kawase Hasui and His Contemporaries: The Shin Hanga (New Print) Movement in Landscape Art, Irwin J. Patcher, Everson Museum of Art, Syracuse, 1986, p. 70, pl. 77.","Collections This Print  Los Angeles County Museum of Modern Art M.73.37.97 (6mm type ""A"" seal visible lower right corner; print is titled by Museum as Beach of Kaigan Dera, Sanuki,); Museum of Fine Arts, Boston 50.669 (""E type"" seal); The National Museum of Modern Art, Tokyo P00138-041 (unspecified edition with no visible seal; print is titled by Museum as Teranohama Beach, Sanuki); MAK Vienna: Austrian Museum of Applied Arts/Contemporary Art K.I. 13612-004; Honolulu Academy of Arts 19207 (""E type"" seal)",IHL.0021,IHL.21,IHL Catalog #21,,,,Image;StillImage,image/jpeg,ihl-0021.jpg,ihl-0021_th.jpg,ihl-0021_sm.jpg,ihl_artist_059,https://www.myjapanesehanga.com/home/artists/kawase-hasui/teranohama-sanuki-coast.html,
ihl-0022,,,CN Complete,"Morning at the Arayu Spa, Shiobara (湯宿の朝 塩原新湯 Tōyado no asa Shiobara Arayu)","Morning at the Arayu Spa, Shiobara (湯宿の朝 塩原新湯 Tōyado no asa Shiobara Arayu)",,1946,1946,1946,"Kawase Hasui 川瀬巴水
(1883-1957)",巴水 Hasui,Kawase stylized seal,"A spring wells up along the Yumura Fault through a crevice in the granite at 98 degrees centigrade. Arayu Hot Spring produces 470 liters of hot water per minute. It is located in Shin-onsen Town, Mikata County, Hyogo Prefecture.
",,"Watanabe Shōzaburō (Watanabe Mokuhan Bijutsu Gahō) - This print bears the Watanabe ""A-type""  seal (in use from approximately 1918-1924 and 1945-1957) reading ワタナベ (Watanabe Shōzaburō)  [Marks: pub. ref. 576]",,,,,1946,Impression excellent,Colors excellent,"Condition good - moderate overall toning; minor ink offsetting in margins; two dark 2"" x 1/2"" tape remnants along top verso",Genre shin hanga,Format horizontal ōban,H x W Image 10 x 14 1/8 in. (25.4 x 35.9 cm),H x W Paper 10 7/8 x 15 1/8 in. (27.6 x 38.4 cm),"Reference Literature Kawase Hasui: The Complete Woodblock Prints, Kendall Brown, Amy Reigle Newland, Hotei Publishing, KIT Publishers, 2003, p. 120, pl. 485","Collections This Print Los Angeles County Museum of Art M.73.37.291 (6mm seal lower right of image; The National Museum of Modern Art, Tokyo P00138-126 (6mm seal lower right of image)",IHL.0022,IHL.22,IHL Catalog #22,,,,Image;StillImage,image/jpeg,ihl-0022.jpg,ihl-0022_th.jpg,ihl-0022_sm.jpg,ihl_artist_059,https://www.myjapanesehanga.com/home/artists/kawase-hasui/morning-at-the-arayu-spa-shiobara.html,
ihl-0023,,,CN Complete,Big Fire at Ryōgoku Sketched from Hama-chō (浜町より写す両国大火 Hamachō yori Utsusu Ryōgoku Taika),Big Fire at Ryōgoku Sketched from Hama-chō (浜町より写す両国大火 Hamachō yori Utsusu Ryōgoku Taika), ,1881-01-26,1881,"originally 1881 (Meiji 14), published by Fukuda Kumajirō. This print c. 1950 published by Maria Shobo from recut woodblocks.",Kobayashi Kiyochika 小林清親 (1847-1915),小林清親筆 Kobayashi Kiyochika hitsu , ,"At around 2 a.m. on January 26, 1881, fire broke out in Kanda Matsueda-cho, just one-half mile west of Kiyochika’s house near the west end of Ryogoku Bridge.  Probably the work of an arsonist, the fire spread rapidly, fanned by strong seasonal winds from the northwest.  Probably around daybreak, it reached the foot of Ryogoku Bridge, consuming Kiyochika’s home.  The fire was then driven across the Sumida River to the Honjo area, traveling south to Fukagawa until it finally burned out in the early evening of the same day after sixteen hours of devastation.  The greatest of all the many fires in Meiji Tokyo, it destroyed over 10,000 buildings.

This print was made in the 1950s by the Kyoto publisher Maria Shobo from recut woodblocks, copying the original 1881 design. Two series of Kiyochika designs, each consisting of 12 prints, were issued by the publisher.  The recut prints generally, but not always, have the publisher's identifying Ma character beneath the cartouche in the print's margin.  Maria Shobo was established in 1924 and continues to publish books.

This print was originally issued as part of a loosely constructed series Famous Views of Tokyo (Tokyo meisho) consisting of 93 prints issued from 1876-1881 by two publishers, Matsuki Heikichi and Fukuda Kumajirō. ",,"Maria Shoboマリア書房, Kyoto (Note the publisher's single katakana character マ (ma) seal appears just below the cartouche in the right margin.",,,,,originally 1881 (Meiji 14) by Fukuda Kumajirô. This print c. 1950,Impression excellent,Colors excellent,Condition excellent,Genre meisho-e; fūkei-ga,Format horizontal ōban,H x W Image 8 1/4 x 12 3/4 in. (21 x 32.4 cm),H x W Paper 9 1/4 x 13 7/8 in. (23.5 x 35.2 cm),"Literature Kiyochika: Artist of Meiji Japan, Henry D. Smith II, Santa Barbara Museum of Art, 1988, p. 50, fig. 4;Imperial Japan: The Art of the Meiji Era (1868-1912), Frederick Baekeland, Herbert F. Johnson Museum of Art, Cornell University, 1980, p. 126, pl. 65.",Collections This Print Los Angeles County Museum of Art M.71.100.149 (1881 printing); Santa Barbara Museum of Art 1986.31.12 (1881 printing); Museum of Fine Arts Boston 63.780 (1881 printing); Chazen Museum of Art 1980.2484 (1881 printing),IHL.0023,IHL.23,IHL Catalog #23,,,,Image;StillImage,image/jpeg,ihl-0023.jpg,ihl-0023_th.jpg,ihl-0023_sm.jpg,ihl_artist_067,https://www.myjapanesehanga.com/home/artists/kiyochika-kobayashi-1847-1915-/fire-at-ryogoku-from-hama-cho.html,
