objectid,artistid,publication_date_messy,date,catalog,catalog_2_orig_ref,description,page_header,title,series,creator,signature,seal,date_text,publisher,carver,printer,impression_quality,colors,condition,genre,misc,format_print,size_sheet,size_image,lit//ref lit,collections,location,latitude,longitude,image_small,image_thumb,filename,type,format,print_link
ihl-0017,,,,IHL.0017,IHL Catalog #17,,,,,,,,,,,,,,,,,,,,,,,,,ihl-0017_sm.jpg,ihl-0017_th.jpg,ihl-0017.jpg,Image;StillImage,image/jpeg,
ihl-0018,,originally published 1954,1954,IHL.0018,IHL Catalog  #18,Title  Ikebana 生花, Ikebana 生花, Ikebana 生花,, Kasamatsu Shirō (1898–1991),Shirō 紫浪, Shirō 紫浪 (see above),originally published 1954, Unsōdō Publishing芸艸堂 版 Unsōdō han seal bottom left margin top-most seal,"Nagashima Michio 長嶋道男 彫 長嶋 ""hori Nagashima"" bottom left margin 3rd seal down",Printer Shinmi Saburō 新味三朗,Impression  excellent,Colors  excellent,"Condition  poor - mat line around perimeter of image; heavy toning verso, light toning front; tape across top and bottom margins verso",Genre  shin hanga (new prints),,Format  ōban tate-e,H x W Paper  16 x 10 1/2 in. (40.6 x 26.7 cm),H x W Image  14 3/8 x 9 1/2 in. (36.5 x 24.1 cm),Reference Literature,"Collections This Print  Catalogue Raisonné: U-160 as listed in Shiro Kasamatsu - The Complete Woodblock Prints, Dr. Andreas Gund, self-published by the author, 2001;",,,,ihl-0018_sm.jpg,ihl-0018_th.jpg,ihl-0018.jpg,Image;StillImage,image/jpeg,
ihl-0019,,Date  originally published January 1938,1938,IHL.0019,"IHL Catalog  #19, #1207","Title  Rainy Night at Shinobazu Pond  夜雨 不忍池 Yoru ame, Shinobazunoeki"," Rainy Night at Shinobazu Pond  夜雨 不忍池 Yoru ame, Shinobazunoeki"," Rainy Night at Shinobazu Pond  夜雨 不忍池 Yoru ame, Shinobazunoeki",, Kasamatsu Shirō (1898–1991), Shirō 紫浪,,Date  originally published January 1938, Watanabe Shōzaburō (see seals above),,,Impression  #19 and #1207: excellent,Colors  #19 and #1207: excellent,Condition  #19: good - slight overall toning (slightly more pronounced in bottom inch of print) and a 1/3 inch thin scratch in top left portion of image.   #1207: good - slight toning most prominent along lower margin; tape remnants top margin verso resulting in minor paper loss in top margin on left,Genre  shin hanga (new prints),,Format  ōban tate-e,H x W Paper  #19: 15 3/8 x 10 3/8 in. (39 x 26.4 cm) #1207: 14 7/8 x 10 1/16 in. (37.8 x 25.6 cm),H x W Image  # 19: 14 3/16 x 9 3/8 in. (36 x 23.8 cm) #1207: 14 3/16 x 9 3/8 in. (36 x 23.8 cm),"Reference Literature Catalogue Raisonné: W-35 as listed in Shiro Kasamatsu - The Complete Woodblock Prints, Dr. Andreas Gund, self-published by the author, 2001; Hanga ni miru Tokyo no fukei; Kanto daishinsai kara senzen made, Ota Kuritsu Kyodo Hakubutsukan, 2002, pl. 246, p. 62.","Collections This Print National Museum of Modern Art, Tokyo P00211-028 (unknown edition); Los Angeles County Museum of Art M73.37.354 (purple-hued with 6mm round Watanabe publisher seal in lower right of image, as in this print); Art Institute Chicago 1990.607.242 (purple-hued with unreadable seal); The Art Gallery University of Maryland 2013.2.3.5 (no image shown); Harvard Art Museums/Arthur M. Sackler Museum 1982.44 (purple-hued with 6mm round Watanabe publisher seal in red lower left of image)",,,,ihl-0019_sm.jpg,ihl-0019_th.jpg,ihl-0019.jpg,Image;StillImage,image/jpeg,
ihl-0020,, unknown but identified by Adams Japanese Prints as c.1920s-30s,1920,IHL.0020,IHL Catalog  #20,Title  Mandarin Ducks in Pond (after a c. 1820 painting by Matsumura Keibun), Mandarin Ducks in Pond (after a c. 1820 painting by Matsumura Keibun), Mandarin Ducks in Pond (after a c. 1820 painting by Matsumura Keibun),, Matsumura Keibun (1779-1843), Keibun bottom right of image, unidentified red below signature, unknown but identified by Adams Japanese Prints as c.1920s-30s,  unknown,,Printer  unknown,Impression  excellent,Colors  excellent,Condition  excellent,Genre  shin-hanga (new prints),,Format  Oban tate-e,H x W Paper  10 3/4 x 15 1/2 in. (27.3 x 39.4 cm),H x W Image  9 1/2 x 14 1/4 in. (24.1 x 36.2 cm),Reference Literature,Collections This Print,,,,ihl-0020_sm.jpg,ihl-0020_th.jpg,ihl-0020.jpg,Image;StillImage,image/jpeg,
ihl-0021,, May 1934 date of original publication,1934,IHL.0021,IHL Catalog  #21,"Title  Teranohama, Sanuki Coast  讃岐海岸寺の浜 Sanuki Kaiganji no hama"," Teranohama, Sanuki Coast  讃岐海岸寺の浜 Sanuki Kaiganji no hama"," Teranohama, Sanuki Coast  讃岐海岸寺の浜 Sanuki Kaiganji no hama"," Collection of Scenic Views of Japan II, Kansai edition 日本風景集 関西篇 Nihon fūkei shū II Kansai hen", Kawase Hasui (1883-1957),Hasui 巴水, Kawase (see above), May 1934 date of original publication," Watanabe ShōzaburōWatanabe ""A""-type seal (in use from approximately 1918-1924 and 1945-1957)reading (in Katakana):  ワタナベ Watanabe Shōzaburō",,,,Colors  excellent,Condition  excellent - light overall toning,Genre  shin hanga (new prints),,Format  ōban tate-e,H x W Paper  10 3/8 x 15 3/8 in. (26.4 x 39.1 cm),H x W Image  9 3/8 x 14 1/4 in. (23.8 x 36.2 cm),"Reference Literature  Catalogue Raisonné: Kawase Hasui; The Complete Woodblock Prints, Kendall Brown, Amy Reigle Newland, Hotei Publishing, KIT Publishers, 2003, p. 100, pl. 326; Kawase Hasui and His Contemporaries: The Shin Hanga (New Print) Movement in Landscape Art, Irwin J. Patcher, Everson Museum of Art, Syracuse, 1986, p. 70, pl. 77.","Collections This Print   Los Angeles County Museum of Modern Art M.73.37.97 (6mm type ""A"" seal visible lower right corner; print is titled by Museum as Beach of Kaigan Dera, Sanuki,); Museum of Fine Arts, Boston 50.669 (""E"" type seal); The National Museum of Modern Art, Tokyo P00138-041 (unspecified edition with no visible seal; print is titled by Museum as Tranohama Beach, Sanuki); MAK Vienna: Austrian Museum of Applied Arts/Contemporary Art K.I. 13612-004; Honolulu Academy of Arts 19207 (""E"" type seal)",,,,ihl-0021_sm.jpg,ihl-0021_th.jpg,ihl-0021.jpg,Image;StillImage,image/jpeg,
ihl-0022,, 1946,1946,IHL.0022,IHL Catalog  #22,"Title  Morning at the Arayu Spa, Shiobara 湯宿の朝（塩原新湯）Tōyado no asa (Shiobara Arayu)"," Morning at the Arayu Spa, Shiobara 湯宿の朝（塩原新湯）Tōyado no asa (Shiobara Arayu)"," Morning at the Arayu Spa, Shiobara 湯宿の朝（塩原新湯）Tōyado no asa (Shiobara Arayu)",, Kawase Hasui (1883-1957),Hasui 巴水, Kawase (see above), 1946," Watanabe Shōzaburō Watanabe ""A""-type seal (in use from approximately 1918-1924 and 1945-1957)reading (in Katakana): ワタナベ Watanabe Shōzaburō",,,,Colors  excellent,"Condition  good -  moderate overall toning; minor ink offsetting in margins; two dark 2"" x 1/2"" tape remnants along top verso",Genre  shin hanga (new prints),,Format  ōban tate-e,H x W Paper  10 7/8 x 15 1/8 in. (27.6 x 38.4 cm),H x W Image  10 x 14 1/8 in. (25.4 x 35.9 cm),"Reference Literature Catalogue Raisonné: Kawase Hasui; The Complete Woodblock Prints, Kendall Brown, Amy Reigle Newland, Hotei Publishing, KIT Publishers, 2003, p. 120, pl. 485","Collections This Print  Los Angeles County Museum of Art M.73.37.291 (6mm seal lower right of image; The National Museum of Modern Art, Tokyo P00138-126 (6mm seal lower right of image)",,,,ihl-0022_sm.jpg,ihl-0022_th.jpg,ihl-0022.jpg,Image;StillImage,image/jpeg,
ihl-0023,, originally 1881 (Meiji 14) by Fukuda Kumajirô.  This print c. 1950,1881,IHL.0023,IHL Catalog  #23, Scene of Big Fire at Ryogoku from Hama-cho(Hamacho Yori Utsusu Ryogoku Taika 浜町より写す両国大火), Scene of Big Fire at Ryogoku from Hama-cho(Hamacho Yori Utsusu Ryogoku Taika 浜町より写す両国大火), Scene of Big Fire at Ryogoku from Hama-cho(Hamacho Yori Utsusu Ryogoku Taika 浜町より写す両国大火), Famous Views of Tokyo (Tokyo meisho), Kiyochika Kobayashi (1847-1915),Kobayashi Kiyochika hitsu 小林清親筆, none, originally 1881 (Meiji 14) by Fukuda Kumajirô.  This print c. 1950,"Maria Shobo マリア書房, Kyoto (Note the publisher's single katakana character, マ (Ma) appears just below the margin cartouche, as shown left.)",,,,Colors  excellent,Condition  excellent,Genre  ukiyo-e; meisho-e; fukusei-ga,,Format  horizontal oban,H x W Paper   9 1/4 x 13 7/8 in. (23.5 x 35.2 cm),H x W Image  8 1/4 x 12 3/4 in. (21 x 32.4 cm),"Literature   Kiyochika: Artist of Meiji Japan, Henry D. Smith II, Santa Barbara Museum of Art, 1988, p. 50, fig. 4; Imperial Japan: The Art of the Meiji Era (1868-1912), Frederick Baekeland, Herbert F. Johnson Museum of Art, Cornell University, 1980, p. 126, pl. 65.",Collections This Print Los Angeles County Museum of Art M.71.100.149 (1881 printing); Santa Barbara Museum of Art 1986.31.12 (1881 printing); Museum of Fine Arts Boston 63.780 (1881 printing); Chazen Museum of Art 1980.2484 (1881 printing),,,,ihl-0023_sm.jpg,ihl-0023_th.jpg,ihl-0023.jpg,Image;StillImage,image/jpeg,
ihl-0024,, originally July 1879 (Meiji 12) by Fukuda Kumajirô.  This print c. 1950,1879,IHL.0024,IHL Catalog  #24," Snow Scene at Toshogu Shrine, Ueno (Ueno Toshogu Sekisetsu no Zu) 清親　上野東照宮積雪之図"," Snow Scene at Toshogu Shrine, Ueno (Ueno Toshogu Sekisetsu no Zu) 清親　上野東照宮積雪之図"," Snow Scene at Toshogu Shrine, Ueno (Ueno Toshogu Sekisetsu no Zu) 清親　上野東照宮積雪之図", Famous Views of Tokyo (Tokyo meisho), Kiyochika Kobayashi (1847-1915),Kobayashi Kiyochika hitsu 小林清親筆, none, originally July 1879 (Meiji 12) by Fukuda Kumajirô.  This print c. 1950,"Maria Shobo マリア書房, Kyoto (The publisher's single katakanacharacter, マ (Ma) normally appearing just below the margin cartouche, as shown below, is absent from all copies of this reprint.)",,,,Colors  excellent,Condition  excellent - minor mounting residue top margin verso from original folio mounting,Genre  ukiyo-e; meisho-e; fukusei-ga,,Format  horizontal oban,H x W Paper  9 1/4 x 13 7/8 in. (23.5 x 35.2 cm),H x W Image  8 1/8 x 12 3/4 in. (20.6 x 32.4 cm),"Literature  Kiyochika: Artist of Meiji Japan, Henry D. Smith II, Santa Barbara Museum of Art, 1988, p. 127, fig. 140","Collections This Print British Museum 1948,0410,0.119 (1879 printing); Los Angeles County Museum of Art M.71.100.799 (1879 printing); Santa Barbara Museum of Art 1986.63.1 (1879 printing); Museum of Fine Arts Boston 50.426 (1879 printing)",,,,ihl-0024_sm.jpg,ihl-0024_th.jpg,ihl-0024.jpg,Image;StillImage,image/jpeg,
ihl-0025,, originally published 1932,1932,IHL.0025,IHL Catalog  #25,Title  Evening Rain Yanaka Pagoda Tokyo 雨に暮るる塔 (東京谷中) Amne ni kureru tō - Tōkyō Yanaka, Evening Rain Yanaka Pagoda Tokyo 雨に暮るる塔 (東京谷中) Amne ni kureru tō - Tōkyō Yanaka, Evening Rain Yanaka Pagoda Tokyo 雨に暮るる塔 (東京谷中) Amne ni kureru tō - Tōkyō Yanaka,, Kasamatsu Shirō (1898–1991),Shirō 紫浪, Shirō 紫浪 red (see above), originally published 1932, Watanabe Shōzaburōseal reading ワタナベ Watanabe[Marks: seal 08-034; pub. ref. 576],,,,Colors  excellent,Condition  excellent - tipped to presentation sheet in two spots along left margin,Genre  shin hanga (new prints),,Format  ōban tate-e,H x W Paper  15 1/2 x 10 3/8 in. (39 x 26.4 cm),H x W Image  14 1/4 x 9 1/2 in. (36.2 x 23.8 cm),"Reference Literature Catalogue Raisonné: W-8 as listed in Shiro Kasamatsu - The Complete Woodblock Prints, Dr. Andreas Gund, self-published by the author, 2001, Tokyo; The Gallery Collects Shin Hanga, Barry Till, Art Gallery of Greater Victoria, 1996, plate 32; Modern Japanese Prints, Dorothy Blair, re-print of the 1931 and 1936 exhibition catalogues, The Toledo Museum of Art, 1997, print #164; Hanga ni miru Tokyo no fukei; Kanto daishinsai kara senzen made, Ota Kuritsu Kyodo Hakubutsukan, 2002, pl. 231, p. 58; Shin Hanga, The New Print Movement of Japan, Barry Till, Pomegranate, 2007, p. 80.","Collections This Print University of Iowa Museum of Art 1968_174 (round black Watanabe publisher seal, diameter unknown, lower left of image); Museum of Fine Arts, Boston 50.273 (with Watanabe D-type seal in lower right margin); National Museum of Modern Art, Tokyo P00211-039 (unknown edition); Art Gallery of Greater Victoria AGGV 85.31 (unspecified edition); Portland Art Museum 2006.93.4",,,,ihl-0025_sm.jpg,ihl-0025_th.jpg,ihl-0025.jpg,Image;StillImage,image/jpeg,
ihl-0026,, November 1928,1928,IHL.0026,IHL Catalog  #26,"Title  Himeji Castle, Eveing (Himejijo-yu) (on left margin outside image)"," Himeji Castle, Eveing (Himejijo-yu) (on left margin outside image)"," Himeji Castle, Eveing (Himejijo-yu) (on left margin outside image)",,   Hiroshi Yoshida (1876-1950),  Yoshida in Japanese printed lower left of image, Hiroshi at lower left of image (see above), November 1928,  Yoshida family studio,,,Impression  excellent,Colors  excellent,Condition  excellent - tipped onto page 59 of the Enthronement Edition: The Japan Advertiser,Genre  shin hanga (new prints),,Format  oban tate-e,H x W Paper  15 3/8 x 10 1/4 in. (39.2 x 26 cm),H x W Image  13 7/8 x 9 1/4 in. (35.2 x 23.4 cm),"Reference Literature  Revisiting Modern Japanese Prints: Selected Works from the Richard F. Grott Family Collection, Helen M. Nagata, Helen Merritt, Northern Illinois University Art Museum, 2007, p. 47, 80; Catalogue Raisonné - The Complete Woodblock Prints of Yoshida Hiroshi, Tadao Ogura, Abe Corporation, 1996, p. 170, plate 252.","Collections This Print   Los Angeles County Museum of Art M.79.176.109 (noted as ""later edition"")",,,,ihl-0026_sm.jpg,ihl-0026_th.jpg,ihl-0026.jpg,Image;StillImage,image/jpeg,
ihl-0027,, originally 1879 (Meiji 12) by Fukuda Kumajirō.  This print c. 1950,1879,IHL.0027,IHL Catalog  #27, View of the Sea at Shinagawa Bay  品川海上眺望図 Shinagawa kaijō chōbō [no] zu, View of the Sea at Shinagawa Bay  品川海上眺望図 Shinagawa kaijō chōbō [no] zu, View of the Sea at Shinagawa Bay  品川海上眺望図 Shinagawa kaijō chōbō [no] zu, Famous Views of Tokyo (Tokyo meisho), Kiyochika Kobayashi (1847-1915),Kobayashi Kiyochika 小林清親, none, originally 1879 (Meiji 12) by Fukuda Kumajirō.  This print c. 1950,"Maria Shobo マリア書房, Kyoto (The publisher's single katakana character, マ (Ma) normally appearing just below the margin cartouche, as shown below, is absent from all copies of this reprint.)",,,,Colors  excellent,Condition  excellent,Genre  ukiyo-e; meisho-e; fukusei-ga,,Format  horizontal oban,H x W Paper  9 1/4 x 13 7/8 in. (23.5 x 35.2 cm),H x W Image  8 1/8 x 12 3/4 in. (20.6 x 32.4 cm),Literature,Collections This Print,,,,ihl-0027_sm.jpg,ihl-0027_th.jpg,ihl-0027.jpg,Image;StillImage,image/jpeg,
ihl-0028,, originally published 1955,1955,IHL.0028,IHL Catalog  #28,Title  Edo River at Imai 江戸川 今井, Edo River at Imai 江戸川 今井, Edo River at Imai 江戸川 今井,, Kasamatsu Shirō (1898–1991),Shirō 紫浪, red Shirō 紫浪 (see above), originally published 1955, Unsōdō 芸艸堂seal reading: 芸艸堂 版 Unsōdō han[Marks: pub. ref. 566; seal not shown],Nagashima Michio 長嶋道男seal reading: 彫 長嶋 hori Nagashima,Printer Shinmi Saburō 新味三朗seal reading: 摺 新味 suri Shinmi,Impression  excellent,Colors  excellent,Condition  excellent,Genre  shin hanga (new prints),"Miscellaneous  ""gei"" 芸 watermark lower left corner. (The ""gei"" kanji is the first character of the name Unsōdō .)",Format  ōban tate-e,H x W Paper  15 3/4 x 10 7/8 in. (40 x 27.6 cm),H x W Image  14 3/8 x 9 1/2 in. (36.5 x 24.1 cm),"Reference Literature  Catalogue Raisonné: U-119 as listed in Shiro Kasamatsu - The Complete Woodblock Prints, Dr. Andreas Gund, self-published by the author, 2001, Tokyo",Collections This Print,,,,ihl-0028_sm.jpg,ihl-0028_th.jpg,ihl-0028.jpg,Image;StillImage,image/jpeg,
ihl-0029,, 1965 original publication date; subsequent printings known,1965,IHL.0029,IHL Catalog  #29,Title  The Red Gate at Tokyo University 東大赤門 Tōdai akamon, The Red Gate at Tokyo University 東大赤門 Tōdai akamon, The Red Gate at Tokyo University 東大赤門 Tōdai akamon,, Itō Takashi (1894-1982),Takashi 孝之, Itō Takashi (see above), 1965 original publication date; subsequent printings known, Watanabe Shōzaburō (1885-1962)barely visible 6mm round A-type seal reading ワタナベ  (Watanabe)(see the article Watanabe Shōzaburō (Publisher) (1885-1962)][Marks: seal 08-034; pub. ref. 576][Marks: seal 08-034; pub. ref. 576],,,Impression  excellent,Colors  excellent,"Condition  excellent - small ""drying hole"" upper right corner, two minor remnants of residue verso from prior mounting",Genre  shin hanga (new prints),,Format  oban tate-e,H x W Paper  10 1/2 x 15 1/2 in. (26.7 x 39.4 cm),H x W Image  9 3/8 x 14 1/4 in. (23.8 x 36.2 cm),Reference Literature,Collections This Print,,,,ihl-0029_sm.jpg,ihl-0029_th.jpg,ihl-0029.jpg,Image;StillImage,image/jpeg,
ihl-0030,, 1948,1948,IHL.0030,IHL Catalog  #30,"Title  Snow at Heian Shrine, Kyoto  平安神宮の雪（京都）Heian jingū no yuki Kyoto"," Snow at Heian Shrine, Kyoto  平安神宮の雪（京都）Heian jingū no yuki Kyoto"," Snow at Heian Shrine, Kyoto  平安神宮の雪（京都）Heian jingū no yuki Kyoto",, Kawase Hasui (1883-1957),Hasui 巴水, Kawase (see above), 1948," Watanabe ShōzaburōWatanabe ""A""-type seal (in use from approximately 1918-1924 and 1945-1957)reading (in Katakana): ワタナベ Watanabe Shōzaburō",,,,Colors  excellent,Condition  excellent - two small tape remnants verso from previous folio mounting,Genre  shin hanga (new prints),,Format  ōban tate-e,H x W Paper  10 1/2 x 15 5/8 in. (26.7 x 39.7 cm),H x W Image  9 1/2 x 14 1/4 in. (24.1 x 36.2 cm),"Reference Literature Catalogue Raisonné: Kawase Hasui; The Complete Woodblock Prints, Kendall Brown, Amy Reigle Newland, Hotei Publishing, KIT Publishers, 2003, p. 123, pl. 510; Visions of Japan: Kawase Hasui's Masterpieces, Kendall H. Brown, Hotei Publishing, 2004, p. 124, pl. 88.",Collections This Print  Virginia Museum of Fine Arts 2006.512 (identical to this collection's print),,,,ihl-0030_sm.jpg,ihl-0030_th.jpg,ihl-0030.jpg,Image;StillImage,image/jpeg,
ihl-0031,,"August 1935昭和十年八月作 a work of Shōwa 10th year, 8th month",1935,IHL.0031,IHL Catalog  #31,Title  A Yangban 両班, A Yangban 両班, A Yangban 両班,, Kawase Hasui (1883-1957),Hasui 巴水, Kawase (see above),"August 1935昭和十年八月作 a work of Shōwa 10th year, 8th month",   Watanabe Shōzaburō - commissioned by  Shiota Takezō (T. Z. Shiota of San Francisco),,,,Colors  excellent,Condition  excellent,Genre  shin hanga (new prints),,Format  ōban tate-e,H x W Paper  16 3/4 x 11 7/8 in. (42.5 x 30.2 cm),H x W Image  16 x 11 1/8 in. (40.6 x 28.3 cm),"Reference Literature Catalogue Raisonné: Kawase Hasui; The Complete Woodblock Prints, Kendall Brown, Amy Reigle Newland, Hotei Publishing, KIT Publishers, 2003, p. 104, pl. 357; Modern Japanese Prints: The Twentieth Century, Amanda T. Zehnder, Carnegie Museum of Art, 2009, p.78; Japanese Woodblock Prints: The Reciprocal Influence between East and West, Lucille R. Webber, Brigham Young University Press, 1980, p. 90, fig. 73.","Collections This Print Los Angeles County Museum of Art M.73.37.173 (no seal, as issued); Carnegie Museum of Art 89.28.172 (no seal, as issued); Honolulu Academy of Arts 26246 (no seal, as issued)",,,,ihl-0031_sm.jpg,ihl-0031_th.jpg,ihl-0031.jpg,Image;StillImage,image/jpeg,
ihl-0032,, January 1933 as printed in Japanese in the lower right margin,1933,IHL.0032,IHL Catalog  #32,"Title  Senjō Cliff, Lake Towada  十和田湖 千丈幕 Tōwada-ko Senjō no maku"," Senjō Cliff, Lake Towada  十和田湖 千丈幕 Tōwada-ko Senjō no maku"," Senjō Cliff, Lake Towada  十和田湖 千丈幕 Tōwada-ko Senjō no maku"," Collection of Scenic Views of Japan, Eastern 日本風景集　東日本篇 Nihon fūkei shū higashi Nihon hen", Kawase Hasui (1883-1957),Hasui 巴水, Kawase (see above), January 1933 as printed in Japanese in the lower right margin," Watanabe Shōzaburō Watanabe ""E""-type seal (1931-1941) reading:版権所有不許複製渡邊庄三郎 hankenshoyū fukyofukusei Watanabe Shōzaburō  copyright reserved, all rights reserved",,,,Colors  excellent,Condition  excellent - small paper remnants verso top corners where previously tipped to original folio,Genre  shin hanga (new prints),,Format  ōban tate-e,H x W Paper  15 1/4 x 10 3/8 in. (38.7 x 26.4 cm),H x W Image  14 1/8 x 9 3/8 x in. (35.9 x 23.8 cm),"Reference Literature Catalogue Raisonné: Kawase Hasui; The Complete Woodblock Prints, Kendall Brown, Amy Reigle Newland, Hotei Publishing, KIT Publishers, 2003, p. 94, pl.293.",Collections This Print  Los Angeles County Museum of Art M.73.37.154 (seal D); Fine Arts Museums of San Francisco 1963.30.3074  (seal D),,,,ihl-0032_sm.jpg,ihl-0032_th.jpg,ihl-0032.jpg,Image;StillImage,image/jpeg,
ihl-0033,," 1979 reprint of original 1929 version by Tokyo publisher Chūō Kōronsha as part of Kawakami Sumio zenshu, 14 volumes, Chronology by Takeyama Hirohiko. This print likely appeared in volume 2.",1979,IHL.0033,IHL Catalog  #33,Title  Night at Ginza (Yoru no Ginza), Night at Ginza (Yoru no Ginza), Night at Ginza (Yoru no Ginza),"Originally published 1929 as part of the One Hundred Views of New TokyoShin Tokyo hyakkei) ( and again in 1945 with re-cut blocks for the Scenes of Last Tokyo (Tokyo kaiko zue).  See print IHL Cat. 253 for the Scenes of Last Tokyo 1945 reissued print.  See discussion below titled ""The 1979 Book Kawakami Sumio zenshu"".", Sumio Kawakami 川上澄生 (1895-1972), unsigned, none," 1979 reprint of original 1929 version by Tokyo publisher Chūō Kōronsha as part of Kawakami Sumio zenshu, 14 volumes, Chronology by Takeyama Hirohiko. This print likely appeared in volume 2.",  Chuo Koronsha,,,Impression  excellent,Colors  excellent,Condition  excellent,Genre  sosaku hanga (creative print),,Format  chuban,H x W Paper  9 1/2 x 10 3/4 in. (27.3 x 26 cm),H x W Image  7 x  9 1/2 in. (17.8 x 24.1 cm),Reference Literature,Collections This Print,,,,ihl-0033_sm.jpg,ihl-0033_th.jpg,ihl-0033.jpg,Image;StillImage,image/jpeg,
ihl-0034,, originally published 1954,1954,IHL.0034,IHL Catalog  #34,Title  Near Yanagibashi 柳橋附近  Yanagibashi fukin, Near Yanagibashi 柳橋附近  Yanagibashi fukin, Near Yanagibashi 柳橋附近  Yanagibashi fukin, Eight Views of Tokyo 東京八景の内 Tokyo hakkei no uchi, Kasamatsu Shirō (1898–1991), unsigned,red Shirō seal, originally published 1954, Unsōdō 芸艸堂seal reading: 芸艸堂 版 Unsōdō han[Marks: pub. ref. 566; seal not shown],Nagashima Michio 長嶋道男seal reading: 彫 長嶋 hori Nagashima,Printer Shinmi Saburō 新味三朗seal reading: 摺 新味 suri Shinmi,Impression  excellent,Colors  excellent,Condition  excellent,Genre  shin hanga (new prints),"Miscellaneous   ""gei"" 芸 watermark lower left corner. (The ""gei"" kanji is the first character of the name Unsōdō .)",Format  Oban tate-e,H x W Paper  15 7/8 x 10 7/8 in. (40.3 x 27.6 cm),H x W Image  14 3/8 x 9 1/2 in. (36.5 x 24.1 cm),"Reference Literature  Catalogue Raisonné: U-88 as listed in Shiro Kasamatsu - The Complete Woodblock Prints, Dr. Andreas Gund, self-published by the author, 2001, Tokyo",Collections This Print,,,,ihl-0034_sm.jpg,ihl-0034_th.jpg,ihl-0034.jpg,Image;StillImage,image/jpeg,
ihl-0035,, c. 1930 original publication date,1930,IHL.0035,IHL Catalog  #35, Nihon Bridge in Snow  Yuki no Nihon-bashi 雪の日本橋, Nihon Bridge in Snow  Yuki no Nihon-bashi 雪の日本橋, Nihon Bridge in Snow  Yuki no Nihon-bashi 雪の日本橋, Fifty-three Modern Views of the Tōkaidō Gendai Tōkaidō gojūsan tsugi 現代東海道五十三次,   Bannai Kōkan (1900-1963),   Kōkan in upper right of image, not sealed, c. 1930 original publication date,  Watanabe ShōzaburōI-type 7mm round seal reading ワタナベ[Marks: seal 08-034; pub. ref. 576],,,Impression  excellent,Colors  excellent,Condition  excellent,Genre  shin hanga (new prints),Miscellaneous  a panorama of Nihonbashi with the streetcar crossing and the 1914 Daiei Building.,Format  Oban tate-e,H x W Paper  10 3/8 x 15 1/2 in. (26.4 x 39.4 cm),H x W Image  9 3/8 x 14 1/4 in. (23.8 x 36.2 cm),"Reference Literature  Shin-Hanga: New Prints in Modern Japan, Kendall Brown, Hollis Goodall-Cristante, Los Angeles County Museum of Art, 1996, p. 82, Fig. 110; Modern Japanese Prints: The Twentieth Century, Amanda T. Zehnder, Carnegie Museum of Art, 2009, p. 23.","Collections This Print  Los Angeles County Museum of Modern Art M.73.37.523 (unspecified edition and no publisher seal can be discerned on the thumbnail image of print); Museum of Fine Arts, Boston 353.2057 (unspecified edition); The National Museum of Modern Art, Tokyo M00100-001 (unspecified edition); Carnegie Museum of Art 89.28.241 (unspecified edition with round Watanabe publisher seal of unspecified diameter in lower left corner); Mead Art Museum, Amherst College AC 2010.132 (Heisei seal)",,,,ihl-0035_sm.jpg,ihl-0035_th.jpg,ihl-0035.jpg,Image;StillImage,image/jpeg,
